title,genres,where_to_watch
Perfume,"Comedy, Romance, Melodrama, Supernatural","Apple TV, Viki, Kocowa"
Awl,"Life, Drama",
Jugglers,"Business, Comedy, Romance, Drama","Viki, Wavve, Kocowa"
Jang Young Shil,"Historical, Drama",KBS World
Sketch,"Action, Thriller, Mystery, Supernatural","Apple TV, Disney+ Hotstar, Viki"
Out of Breath,"Romance, Life, Drama",
Melancholia,"Romance, Drama, Melodrama","Netflix, WeTV, Viki, iQIYI, TVING, VIU Indonesia, Hulu"
A Love So Beautiful,"Comedy, Romance, Life, Youth","Netflix, Kakao TV"
Like,"Comedy, Romance, Youth",Dingo K-Drama
Dr. Park’s Clinic,"Comedy, Medical",
Short,"Comedy, Romance, Life, Sports",Viki
The Best Ending,"Comedy, Romance, Drama","WeTV, PlayList Global, Viki"
Best Mistake,"Comedy, Romance, Youth, Drama","WeTV, KOK TV, Kocowa"
Band of Sisters,"Romance, Drama, Melodrama","Viki, SBS World, Kocowa"
Delayed Justice,"Mystery, Comedy, Law, Melodrama","Apple TV, Viki, VIU Indonesia, Kocowa"
Mother of Mine,"Business, Romance, Life, Melodrama","KBS World, Viki, Kocowa"
My Sassy Girl,"Historical, Comedy, Romance","Apple TV, Netflix, Viki, SBS World, Tubi, Kocowa"
Thumping Spike,"Comedy, Romance, Youth, Sports",Viki
Flower Ever After,"Romance, Life, Youth","WeTV, PlayList Global"
Please Don't Date Him,"Comedy, Romance, Drama, Sci-Fi","Apple TV, WeTV, Viki, VIU Indonesia"
Oh My Baby,"Comedy, Romance, Drama, Medical","Netflix, WeTV, Viki, iQIYI, VIU Indonesia, Tubi"
Mask Girl,"Thriller, Mystery, Comedy, Drama",Netflix
Lies Hidden in My Garden,"Thriller, Mystery, Psychological, Drama","Viki, TVING, Prime Video, Lemino"
Romanced,"Mystery, Romance",
The Goddess of Revenge,"Mystery, Drama",Viki
Curtain Call,"Romance, Life, Drama, Family","Apple TV, Viki, Prime Video, Hulu"
Dear My Name,"Comedy, Romance, Fantasy","WeTV, PlayList Global"
Love in Contract,"Business, Comedy, Romance","Viki, Prime Video, Netflix"
High-end Crush,"Comedy, Romance, Drama",Viki
When You Love Yourself Season 2,"Comedy, Romance, Life, Youth",tvN D STORY
Love with Flaws,"Comedy, Romance, Life, Drama","Apple TV, Viki, iQIYI, VIU Indonesia, Prime Video, Kocowa"
Times,"Thriller, Mystery, Fantasy, Political","WeTV, Viki, iQIYI"
Between Friendship and Love Season 3,"Romance, Drama",
Casting a Spell to You,"Comedy, Romance, Drama",Viki
EXO Next Door,"Music, Comedy, Romance",LINE TV
Entertainer,"Music, Business, Comedy, Drama","Viki, SBS World, Kocowa"
Unintentional Love Story,"Comedy, Romance","iQIYI, TVING"
Shine or Go Crazy,"Historical, Romance, Supernatural, Political","Viki, Kocowa"
The World of My 17 Season 2,"Youth, Drama","WeTV, tvN D STORY"
Connect,"Mystery, Horror, Crime, Sci-Fi","Apple TV, Disney+, Disney+ Hotstar, Hulu"
"Not Alright, But It's Alright","Life, Drama",PlayList Global
Dark Hole,"Action, Thriller, Horror, Sci-Fi","WeTV, Viki, iQIYI"
Big Bet Season 2,"Action, Crime, Drama","Disney+, Disney+ Hotstar, Hulu"
Single & Ready to Mingle,"Comedy, Romance, Sitcom","WeTV, Viki, KOK TV"
Whisper,"Thriller, Law, Romance, Drama","Viki, SBS World, Kocowa"
Oasis,"Romance, Youth, Drama, Melodrama","Wavve, Viki"
My First First Love,"Comedy, Romance, Life, Youth",Netflix
My First First Love Season 2,"Comedy, Romance, Life, Youth",Netflix
"Bravo, My Life","Comedy, Romance","KBS World, Viki, Kocowa"
My Happy Ending,"Thriller, Mystery, Psychological, Drama","Apple TV, Viki, VIU Indonesia, Netflix, Wavve, TVING"
Green Mothers' Club,"Mystery, Drama","Netflix, TVING"
Dear My Room,"Comedy, Romance, Life, Youth",K-DRAMA
Wanted,"Mystery, Drama, Melodrama","Viki, SBS World, SBS VOD, Kocowa"
Hidden Identity,"Mystery, Drama","Tubi, Roku"
Adamas,"Thriller, Mystery, Drama","Disney+ Hotstar, Disney+, Hulu"
Stock Struck,"Business, Comedy, Romance, Life",TVING
Feel Good to Die,"Comedy, Romance, Drama, Fantasy",
Bad Guys: City of Evil,"Action, Mystery, Crime, Political","Netflix, K-DRAMA"
Sunny Again Tomorrow,"Romance, Drama",KBS World
Time,"Mystery, Melodrama","Apple TV, Viki, Kocowa"
All That We Loved,"Romance, Youth","Apple TV, Viki, TVING"
Clean with Passion for Now,"Business, Comedy, Romance, Drama","Apple TV, Netflix, WeTV, Viki, iQIYI, iflix, Kocowa"
Everything and Nothing,"Romance, Youth, Melodrama","Viki, Kocowa"
Melting Me Softly,"Mystery, Comedy, Romance, Sci-Fi","Apple TV, Viki, iQIYI, K-DRAMA, Prime Video, Tubi"
Baek Hee Has Returned,"Comedy, Romance, Drama","Viki, KBS World, Kocowa"
Real:Time:Love Season 4,"Comedy, Romance, Drama, Sitcom",WeTV
Backstreet Rookie,"Action, Business, Comedy, Romance","Apple TV, Netflix, Viki, iQIYI, Prime Video"
Find Me if You Can,"Thriller, Mystery, Romance",
Legal High,"Mystery, Comedy, Law, Drama","Netflix, Viki"
Still Loving You,"Romance, Drama, Melodrama",KBS World
Do Do Sol Sol La La Sol,"Music, Comedy, Romance, Melodrama",Netflix
Mr. Heart,"Romance, Youth, Sports","Apple TV, WeTV, Viki"
Mirror of the Witch,"Historical, Romance, Medical, Fantasy",Viki
High Class,"Thriller, Mystery, Drama","Apple TV, WeTV, iQIYI, TVING, VIU Indonesia"
Pale Moon,"Thriller, Mystery, Romance, Drama","Apple TV, TVING, Viki"
Monthly Magazine Home,"Business, Comedy, Romance, Drama","Viki, iQIYI, Prime Video"
Best Mistake Season 2,"Comedy, Romance, Youth, Drama","WeTV, Viki, KOK TV"
Mimicus,"Romance, Youth, Drama",Viki
Doctor Detective,"Thriller, Mystery, Drama, Medical","Apple TV, Viki, Kocowa"
Drinking Solo,"Food, Comedy, Romance",
My Secret Romance,"Comedy, Romance, Life, Drama","Apple TV, Netflix, Viki"
Pumpkin Time,"Romance, Youth, Sports, Fantasy","WeTV, Viki, Kakao TV"
Bad Papa,"Adventure, Romance, Drama, Sports",Kocowa
A Shoulder to Cry On,"Psychological, Romance, Youth, Drama",Wavve
The Best Moment to Quit Your Job,"Comedy, Romance, Life, Drama",
Moorim School,"Action, Romance, Drama, Supernatural","Netflix, Viki, Kocowa"
Hanging On,"Comedy, Romance, Sitcom",Lululala Story Lab
"Father, I’ll Take Care of You","Romance, Drama, Melodrama","Viki, Kocowa"
No Time for Love,"Romance, Life, Youth",Dingo K-Drama
Ms. Temper & Nam Jung Gi,"Business, Comedy, Life, Drama",Viki
The Promise,"Romance, Melodrama",KBS World
House of Lies,"Thriller, Mystery",TVING
Let Me Introduce Her,"Mystery, Psychological, Romance, Melodrama","Apple TV, Viki, SBS World, Kocowa"
A Pledge to God,"Romance, Life, Family, Melodrama",Kocowa
My Romantic Some Recipe,"Food, Romance, Fantasy",
Real:Time:Love Season 3,"Comedy, Romance, Drama, Sitcom",WeTV
The Love in Your Eyes,"Romance, Drama","Viki, KBS World, Wavve, Kocowa"
My Woofy Poofy Love,"Romance, Drama, Fantasy",STUDIO DIA
Last Minute Romance,"Comedy, Romance, Drama",iflix
Long Time No See,"Action, Romance, Crime, Drama",Wavve
Pop Out Boy!,"Comedy, Romance, Drama, Fantasy","WeTV, PlayList Global, Viki"
Heard It Through the Grapevine,"Comedy, Romance, Melodrama","Viki, SBS World, Kocowa"
My Only One,"Comedy, Romance, Drama","Netflix, Viki, KBS World, Kocowa"
Top Star Yoo Baek,"Comedy, Romance, Drama",Apple TV
Fantastic,"Comedy, Romance, Drama, Medical","Disney+ Hotstar, Viki"
Soundtrack #2,"Music, Romance, Drama",Disney+
Sisters-in-Law,"Romance, Drama, Melodrama",
Eccentric! Chef Moon,"Food, Comedy, Romance, Drama","Viki, iQIYI"
IN-SEOUL,"Youth, Drama",PlayList Global
I Have Not Done My Best Yet,Comedy,TVING
Nightmare Teacher,"Mystery, Horror, Youth, Supernatural","Netflix, Viki"
"Bad Thief, Good Thief","Thriller, Comedy, Law, Romance","Viki, Kocowa"
Big Bet,"Action, Crime, Drama","Disney+, Disney+ Hotstar"
Love in Sadness,"Romance, Drama, Melodrama",Kocowa
Super Daddy Yeol,"Comedy, Romance, Drama, Medical",Tubi
Liver or Die,"Comedy, Romance, Drama","Netflix, Viki, Kocowa"
Splendid Politics,"Historical, Drama, Political","Viki, Kocowa"
Love & Wish,"Romance, Youth, Drama","WeTV, Viki, Kakao TV"
Show Window: The Queen's House,"Thriller, Mystery, Romance, Drama",Viki
Because It's the First Time,"Romance, Life, Youth","iQIYI, Tubi"
Tempted,"Romance, Youth, Drama, Melodrama","Apple TV, Netflix, Viki, Kocowa"
22 Flower Road,"Romance, Youth, Drama",
My Husband Oh Jak Doo,"Comedy, Romance, Drama, Melodrama","Netflix, Kocowa"
Ex-Girlfriend Club,"Comedy, Romance, Drama",Tubi
"The King of Tears, Lee Bang Won","Thriller, Historical, Drama, Political","Viki, Prime Video, Kocowa"
Crime Puzzle,"Thriller, Mystery, Psychological, Crime",Viki
Reunited Worlds,"Romance, Drama, Melodrama, Supernatural","Netflix, Viki, SBS World, Kocowa"
The Fabulous,"Business, Comedy, Romance, Life",Netflix
Second Husband,"Romance, Drama, Melodrama","Viki, Prime Video, Kocowa"
"Meow, the Secret Boy","Comedy, Romance, Drama, Fantasy","Viki, Kocowa"
Forecasting Love and Weather,"Romance, Drama, Melodrama","Netflix, TVING"
Bitch X Rich,"Thriller, Mystery, Youth, Drama","iQIYI, VIU Indonesia, Netflix, Wavve"
My Fellow Citizens!,"Comedy, Romance, Crime, Political","Apple TV, Netflix, Viki, Kocowa"
Flat,"Romance, Life, Youth",
The Undateables,"Comedy, Romance, Life, Drama","Viki, SBS World, Kocowa"
To.Two,"Thriller, Psychological, Youth",TVING
Hellbound,"Mystery, Horror, Drama, Supernatural",Netflix
Top Management,"Life, Drama, Supernatural",
Monstrous,"Thriller, Mystery, Horror, Supernatural","Apple TV, TVING, VIU Indonesia"
Family: The Unbreakable Bond,"Action, Thriller, Comedy, Drama","Disney+, Disney+ Hotstar, TVING, Hulu"
Thumping Spike 2,"Comedy, Romance, Youth, Sports",Viki
"Noble, My Love","Comedy, Romance","Apple TV, Viki, Wavve"
Cheer Up,"Mystery, Comedy, Romance, Youth","Viki, VIU Indonesia, SBS World, Netflix, Kocowa"
Can I Step In?,"Mystery, Comedy, Romance, Drama",
"No, Thank You","Comedy, Romance, Life, Drama",Viki
Want More 19,"Comedy, Romance, Drama","WeTV, PlayList Global"
Person Who Gives Happiness,"Romance, Family",
Love for a Thousand More,"Music, Comedy, Romance, Supernatural",
What's Your Blood Type?,Comedy,
Cleaning Up,"Comedy, Crime, Drama",Netflix
Rugal,"Action, Thriller, Crime, Sci-Fi",Netflix
Radio Romance,"Business, Comedy, Romance","Netflix, Viki, Kocowa"
Crushes Reverse,"Romance, Life, Youth",
Woman of 9.9 Billion,"Thriller, Mystery, Drama","Viki, Kocowa"
The Banker,"Business, Drama, Political","Viki, Kocowa"
Record of Youth,"Romance, Life, Youth, Drama",Netflix
Six Love Story,"Comedy, Romance, Life, Drama",
Behind Every Star,"Comedy, Romance, Life",Netflix
Radiant Office,"Business, Comedy, Romance, Drama",Kocowa
Dae Jang Geum Is Watching,"Food, Comedy, Romance, Supernatural","Viki, Kocowa"
Soul Plate,"Food, Fantasy",
Temperature of Love,"Food, Comedy, Romance, Life","Apple TV, Netflix, Viki, SBS World, Kocowa"
The Heavenly Idol,"Comedy, Romance, Drama, Fantasy",Viki
The Escape of the Seven: War for Survival,"Thriller, Mystery, Drama","Wavve, Viki, Prime Video, Kocowa"
Convenience Store Fling,Romance,Dingo K-Drama
Color Rush,"Mystery, Romance, Drama, Supernatural","Apple TV, Viki"
The Producers,"Comedy, Romance, Drama","Netflix, WeTV, Viki, VIU Indonesia, Kocowa"
Witch's Love,"Comedy, Romance, Drama, Fantasy",Viki
Assembly,"Law, Drama, Political","Viki, Kocowa"
Our Relationship Ended before It Began,"Romance, Drama",
"Breakup Probation, A Week","Romance, Drama, Fantasy",Viki
Grid,"Action, Thriller, Mystery, Sci-Fi","Disney+, Disney+ Hotstar, Hulu"
Golden Pouch,"Food, Romance, Drama, Melodrama",
Enemies from the Past,"Romance, Family, Melodrama",
Risky Romance,"Comedy, Romance, Medical","Apple TV, Viki, Prime Video, AsianCrush, Tubi, Kocowa"
Make a Woman Cry,"Romance, Drama, Melodrama",
Failing in Love,"Romance, Life, Youth, Drama","Viki, KOK TV, Kocowa"
Woman with a Suitcase,"Law, Drama, Melodrama",
Re-Feel,"Comedy, Romance, Youth, Drama","WeTV, PlayList Global"
About Time,"Music, Romance, Fantasy, Melodrama","Apple TV, Netflix, WeTV, iQIYI, VIU Indonesia, Tubi"
Boss-dol Mart,"Business, Comedy, Drama","Viki, TVING"
"Remember, Hari 2","Mystery, Horror, Romance, Supernatural",Tooniverse
New Love Playlist,"Romance, Youth, Drama",Viki
Unicorn,"Comedy, Sitcom",
Bon Appetit,"Food, Romance",iQIYI
Love Is for Suckers,"Comedy, Romance","Viki, Prime Video"
The Sound of Your Heart: Reboot Season 2,"Comedy, Family, Sitcom",Netflix
Warm and Cozy,"Food, Comedy, Romance","Netflix, Viki, Kocowa"
"Yeah, That's How It Is","Comedy, Romance, Family",
Hush,"Mystery, Business, Comedy, Life","iQIYI, Prime Video"
Taste of Cat,"Comedy, Romance, Drama, Supernatural",
Let Me Off the Earth,"Romance, Youth, Drama, Fantasy",PlayList Global
Hunted,"Thriller, Mystery",Viki
The Spies Who Loved Me,"Action, Mystery, Comedy, Romance","iQIYI, Prime Video"
Vampire Detective,"Thriller, Mystery, Supernatural",Prime Video
Graceful Friends,"Mystery, Life, Drama","Disney+ Hotstar, Netflix, iQIYI"
I Wanna Hear Your Song,"Music, Mystery, Comedy, Romance","Viki, Kocowa"
Just One Bite: Pilot,Romance,PlayList Global
Must You Go?,"Music, Historical, Romance, Fantasy","Viki, AsianCrush, Prime Video"
Youtuber Class,"Life, Youth",KOK TV
Not a Robot,"Romance, Youth, Sci-Fi",Dingo K-Drama
Wish Woosh Season 2,"Comedy, Romance, Drama","WeTV, KOK TV"
To Be Continued,"Music, Comedy, Fantasy",
Ghost VRos,"Mystery, Comedy, Supernatural","Viki, tvN D STORY, Kocowa"
Wish You: Your Melody From My Heart,"Music, Romance, Drama","Netflix, WeTV, Viki"
The Time We Were Not in Love,"Comedy, Romance, Youth","Viki, Kocowa"
Lovers in Bloom,"Comedy, Romance, Melodrama",KBS World
A Model Family,"Thriller, Mystery, Crime, Drama",Netflix
My Healing Love,"Life, Drama, Family",Kocowa
The Guilty Secret,"Comedy, Romance, Youth, Drama","WeTV, PlayList Global, Viki"
"Remember, Hari","Mystery, Horror, Romance, Supernatural","WeTV, Tooniverse"
The Liar and His Lover,"Music, Comedy, Romance, Youth","WeTV, Viki, iQIYI, K-DRAMA, Tubi"
The Master of Revenge,"Food, Mystery, Drama, Melodrama","Viki, Kocowa"
"Maybe, Maybe Not","Comedy, Romance, Life, Supernatural",STUDIO DIA
Hide and Seek,"Romance, Drama, Melodrama","Apple TV, Kocowa"
Mute,"Music, Romance, Supernatural",Viki
Doubtful Victory,"Thriller, Mystery, Drama","SBS World, Kocowa"
"Hyde, Jekyll, Me","Psychological, Comedy, Romance, Drama","Netflix, Viki, SBS World, iWant TFC, VIU Indonesia, Kocowa"
4 Reasons Why I Hate Christmas,"Comedy, Romance, Drama",PlayList Global
"Good-bye, Mr. Black","Thriller, Business, Romance, Drama",Viki
The Lover,"Comedy, Romance, Life",
Mrs. Cop Season 2,"Mystery, Drama","Apple TV, SBS World, Kocowa"
I Picked Up a Star on the Road,"Comedy, Romance","Apple TV, Viki"
Second to Last Love,"Romance, Life, Drama","Viki, SBS World, Kocowa"
Govengers,"Comedy, Youth, Supernatural",Kocowa
9 Seconds: Eternal Time,"Romance, Life, Drama, Supernatural",
"Don't Lie, Rahee","Romance, Youth",KOK TV
Cold Blooded Intern,"Comedy, Life, Drama",VIU Indonesia
Yellow,"Music, Romance, Youth","WeTV, PlayList Global, Viki, Kocowa"
"Romance, Talking","Romance, Youth, Drama","KBS World, Kocowa"
Love Scene Number,"Romance, Life, Drama","Viki, Kocowa"
Love Mate,"Comedy, Romance, Drama",Viki
100% Era,"Romance, Youth",
Love Playlist Pilot,"Romance, Life, Youth, Drama",PlayList Global
A Daughter Just Like You,"Comedy, Romance, Family, Melodrama",Wavve
Summer Guys,"Music, Romance, Youth, Drama",Viki
Unkind Women,"Comedy, Romance, Drama",KBS World
Real:Time:Love,"Comedy, Romance, Drama, Sitcom",WeTV
Tong: Memories,"Action, Youth, Drama","Netflix, Viki"
Love (ft. Marriage and Divorce) Season 2,"Romance, Life, Drama",Netflix
Your Imagination Becomes Reality,"Romance, Youth",채널 십오야 15Ya
Yonder,"Life, Drama, Sci-Fi, Melodrama",Prime Video
The IDOLM@STER.KR,Music,Prime Video
One More Time,"Music, Romance, Youth, Fantasy",Netflix
Pandora: Beneath the Paradise,"Action, Thriller, Drama, Melodrama","Disney+, Disney+ Hotstar, Hulu"
Secret Playlist,"Romance, Youth, Drama",TVING
Rich Family's Son,"Romance, Drama, Melodrama","Apple TV, Viki, Kocowa"
Revolutionary Love,"Business, Comedy, Romance, Drama","Apple TV, Netflix, WeTV, Viki, iQIYI, iflix, VIU Indonesia, K-DRAMA"
Society Obsessed with Love,"Romance, Life, Youth, Drama",tvN D STORY
Replay: The Moment When It Starts Again,"Music, Romance, Youth, Drama","Apple TV, Prime Video, Kakao TV, Tubi"
Andante,"Comedy, Romance, Youth, Melodrama","Viki, Tubi"
Private Lives,"Thriller, Mystery, Romance, Crime",Netflix
"Nevertheless,","Romance, Life, Youth, Drama",Netflix
Ms. Perfect,"Mystery, Comedy","Viki, Kocowa"
To My Beautiful Woo Ri,"Romance, Drama",
My Little Baby,"Comedy, Romance, Family","Netflix, Prime Video, Tubi"
Miracle,"Romance, Youth","Apple TV, Viki, VIU Indonesia, Netflix"
Sweet Stranger and Me,"Comedy, Romance, Life, Drama","Viki, Kocowa"
Heartbeat Broadcasting Accident,Romance,
Alive,"Mystery, Horror, Supernatural","Viki, Lululala Story Lab, Kocowa"
It's Okay to Be Sensitive Season 3,"Comedy, Youth, Drama",tvN D STORY
Alice,"Mystery, Sci-Fi, Fantasy, Melodrama","Netflix, Viki, SBS World, VIU Indonesia, Kocowa"
Bargain,"Thriller, Comedy, Crime, Drama","Apple TV, TVING, Prime Video"
Desperate Mr. X,"Comedy, Drama","Wavve, Viki"
Bite Sisters,"Romance, Supernatural",tvN D STORY
House of Bluebird,"Comedy, Romance, Drama","KBS World, Viki"
Hometown,"Thriller, Mystery, Horror, Drama","Netflix, WeTV, iQIYI, TVING"
Glitch,"Thriller, Mystery, Comedy, Sci-Fi",Netflix
Dok Go Bin Is Updating,"Comedy, Youth, Sci-Fi",AsianCrush
The Bride of Habaek,"Comedy, Romance, Drama, Fantasy","Apple TV, Netflix, WeTV, Viki, iQIYI, VIU Indonesia, K-DRAMA, Tubi"
First Love Story Season 2,"Romance, Youth",
High Cookie,"Thriller, Mystery, Youth, Fantasy",Netflix
Unasked Family,"Comedy, Romance, Drama",KBS World
Cheese in the Trap,"Psychological, Romance, Life, Drama","Apple TV, Disney+ Hotstar, Netflix, WeTV, Viki, iQIYI, VIU Indonesia, K-DRAMA, Tubi"
Fates & Furies,"Romance, Drama, Melodrama","Viki, Kocowa"
Duty after School: Part 2,"Action, Thriller, Drama, Sci-Fi","Viki, VIU Indonesia"
Jinx,"Romance, Youth, Fantasy","Kakao TV, Viki, Prime Video, Kocowa"
Meloholic,"Mystery, Psychological, Romance, Supernatural",
Love Returns,"Romance, Drama, Family, Melodrama",KBS World
Happy Sisters,"Romance, Melodrama",
Reflection of You,"Thriller, Mystery, Drama, Melodrama",Netflix
Imaginary Cat,"Life, Supernatural",Viki
Back to the 2008,"Romance, Youth",
Heartbeat,"Comedy, Romance, Fantasy","Apple TV, Wavve, Prime Video"
Bravo My Life,"Drama, Family","Apple TV, Viki, SBS World, Kocowa"
Secret Boutique,"Drama, Melodrama, Political","Viki, SBS World, Kocowa"
The Sound of Your Heart: Reboot,"Comedy, Family, Sitcom",Netflix
Peach of Time,"Romance, Youth, Drama, Supernatural",
Golden Garden,"Thriller, Mystery, Romance, Melodrama","Apple TV, Viki, Kocowa"
Why R U?,"Comedy, Romance, Youth, Drama","iQIYI, Viki, Wavve"
First Love Story,"Romance, Youth",
Part-Time Mello,"Comedy, Romance",KOK TV
The Secret Message,"Romance, Drama",
Jun & Jun,"Comedy, Romance","Apple TV, Viki, WeTV"
Woof & Meow – Do you Love Me?,Romance,Viki
Office Watch Season 3,"Comedy, Romance, Drama","KOK TV, Kocowa"
Mokkoji Kitchen,"Food, Romance",KOK TV
Devil Inspector Season 2,"Mystery, Comedy, Youth, Drama",Viki
Brilliant Heritage,"Comedy, Romance, Family, Melodrama","Viki, VIU Indonesia, Kocowa"
Touching You,"Comedy, Romance, Youth, Supernatural",Prime Video
Banana Actually,"Comedy, Romance, Life","AsianCrush, Tubi"
4 Kinds of House,"Music, Comedy, Romance, Life",AsianCrush
Anniversary Anyway,"Romance, Youth, Drama",
L.U.C.A.: The Beginning,"Action, Thriller, Mystery, Sci-Fi","Apple TV, WeTV, Viki, iQIYI, TVING, VIU Indonesia, Tubi"
Blood,"Action, Romance, Medical, Supernatural","Netflix, Viki, KBS World, VIU Indonesia, Kocowa"
Vivid Romance,"Comedy, Romance, Drama, Fantasy",
Choco Milk Shake,"Comedy, Romance, Drama, Fantasy",
Romance by Romance,Romance,Viki
Let's Only Walk The Flower Road,"Music, Comedy, Life, Youth","KBS World, Kocowa"
Was It Love?,"Comedy, Romance, Drama",Netflix
The Colors of Our Time,"Romance, Life",Vanilasee
Love Is Drop by Drop,"Business, Romance, Drama, Melodrama",
Babysitter,"Thriller, Mystery, Drama","Viki, KBS World, Kocowa"
Part-Time Idol,"Music, Comedy, Drama",Netflix
Between Friendship and Love,"Comedy, Romance",
Queen of Masks,"Thriller, Mystery, Drama, Melodrama",Viki
The Moment the Heart Shines,"Romance, Youth, Drama",
Missing 9,"Adventure, Mystery, Comedy, Drama","Netflix, Viki, Kocowa"
Divorce Lawyer in Love,"Comedy, Law, Romance","Viki, SBS World, Tubi, Kocowa"
Finland Papa,"Life, Drama",Viki
Revolutionary Sisters,"Thriller, Comedy, Romance, Drama","Viki, Prime Video, KBS World, Netflix, Kocowa"
Banana Actually 2,"Comedy, Romance, Life, Drama",72sec TV
Untouchable,"Action, Thriller, Mystery, Business","Disney+ Hotstar, Viki"
Twelve Nights,"Romance, Life, Melodrama",Viki
More Than Friends,"Comedy, Romance, Life, Drama","Disney+ Hotstar, Netflix, WeTV, Viki, iQIYI, Hulu"
Three Bold Siblings,"Comedy, Romance, Family","Viki, KBS World, Wavve, Kocowa"
Red Balloon,"Comedy, Life, Drama","Viki, VIU Indonesia, Wavve, Kocowa"
Positive Physique,"Comedy, Romance, Drama",
After the Show Ends,"Comedy, Romance, Documentary",
Touch,"Business, Comedy, Romance, Drama","Viki, Kocowa"
Luv Pub,"Comedy, Romance, Life",PlayList Global
The New Employee,"Business, Romance, Drama","Viki, Tubi"
Born Again,"Mystery, Romance, Fantasy, Melodrama","Viki, iQIYI, KBS World, Kocowa"
Sometoon 2020,"Mystery, Romance, Youth",
The Tasty Florida,"Romance, Youth","WeTV, Viki"
Gracious Revenge,"Romance, Drama, Melodrama",KBS World
Item,"Action, Thriller, Mystery, Supernatural","Apple TV, Viki, Kocowa"
The Running Mates: Human Rights,"Mystery, Law, Drama",Viki
Ordinary but Special,"Comedy, Romance, Youth, Drama",
Dream Knight,"Romance, Drama, Fantasy",
Kill Heel,"Thriller, Drama","Viki, iQIYI"
The Director Who Buys Me Dinner,"Romance, Fantasy","iQIYI, Wavve, TVING"
Triple Fling,"Comedy, Romance, Youth",
Her Bucket List,"Comedy, Romance, Drama","Apple TV, WeTV, Viki, Kakao TV"
Madame Antoine,"Psychological, Comedy, Romance",Viki
Broke Rookie Star,"Music, Comedy, Life, Drama",KBS World
The Real Has Come!,"Romance, Drama, Melodrama","Viki, KBS World, Netflix, Kocowa"
"Will Be Okay, Never Die","Romance, Drama",STUDIO DIA
My Absolute Boyfriend,"Comedy, Romance, Drama, Fantasy","Apple TV, Netflix, Viki, Hulu, VIU Indonesia"
"Fly, Again","Music, Youth, Drama","WeTV, Viki, Kakao TV"
Strong Underdog,"Action, Comedy, Youth",Viki
Home for Summer,"Romance, Drama, Melodrama",KBS World
Han River Police,"Action, Thriller, Mystery, Comedy","Disney+, Disney+ Hotstar, Hulu"
High Society,"Business, Comedy, Romance, Melodrama","Viki, SBS World, SBS VOD, Kocowa"
Between Friendship and Love Season 2,"Comedy, Romance",KOK TV
Tofu Personified,"Comedy, Romance, Fantasy",
Becoming Witch,"Mystery, Comedy","Netflix, Viki, Kocowa"
Tower of Babel,"Mystery, Business, Law, Romance",Viki
300 Year-Old Class of 2020,"Historical, Comedy, Fantasy",Kakao TV
Level Up,"Business, Comedy, Romance","Apple TV, Viki"
We Broke Up,"Music, Romance, Youth",
"I Hate You, Juliet!","Romance, Drama, Supernatural",Viki
Jinxed at First,"Mystery, Romance, Fantasy, Melodrama","Viki, iQIYI, Hulu"
Live Your Own Life,"Romance, Family, Melodrama","Apple TV, Viki, KBS World, Prime Video, Kocowa"
Rich Man,"Business, Comedy, Romance, Melodrama","Apple TV, Viki, Hulu"
No Matter What,"Romance, Drama, Family","Viki, Kocowa"
Master's Delicacies,Romance,KOK TV
The Witch Store,"Romance, Youth, Fantasy",Viki
A Place in the Sun,"Business, Romance, Drama, Melodrama",KBS World
First Love Story Season 3,"Romance, Youth",
Happy Home,"Romance, Drama, Melodrama",
"Go, Back Diary","Romance, Life, Youth, Drama",PlayList Global
Gangnam Scandal,"Business, Comedy, Romance, Melodrama",
The Eccentric Daughter-in-Law,"Comedy, Romance, Drama, Family","Viki, Kocowa"
No Going Back Romance,"Mystery, Romance, Youth",
Kokdu: Season of Deity,"Comedy, Romance, Medical, Fantasy","Viki, iQIYI, Wavve, Hulu"
"Persevere, Goo Hae Ra","Music, Romance, Youth",Viki
The Man's Voice,"Comedy, Romance, Fantasy","Viki, iQIYI"
Lonely Enough to Love,"Psychological, Romance, Youth, Drama","Viki, iQIYI, AsianCrush"
When Time Stopped,"Romance, Drama, Fantasy",Viki
I Order You,"Food, Comedy, Romance, Melodrama",Viki
The Cravings Season 2,"Food, Drama","Viki, Kocowa"
Love as You Taste,"Food, Romance, Youth","Viki, Prime Video, Kocowa"
The Road: The Tragedy of One,"Thriller, Mystery, Drama","WeTV, Viki, iQIYI, TVING"
Race,"Business, Romance, Drama, Melodrama","Disney+, Disney+ Hotstar, Hulu"
Possessed,"Mystery, Horror, Romance, Supernatural",Netflix
Adult Kids,"Life, Drama",
Matching! Boys Archery,"Comedy, Romance, Youth, Sports","Viki, Kocowa"
"Fight Hard, Love Harder","Romance, Life, Youth, Drama",
Monster,"Business, Romance, Crime, Melodrama",
Unknown Woman,"Drama, Family, Melodrama",KBS World
Best Mistake Season 3,"Comedy, Romance, Youth, Drama","Viki, KOK TV"
Bubblegum,"Comedy, Romance, Drama","Apple TV, iQIYI, Tubi"
The Witch Store Reopens,"Comedy, Romance, Youth, Fantasy",Viki
"Sweet, Savage Family","Action, Comedy, Romance, Drama","Viki, Kocowa"
Durian's Affair,"Romance, Fantasy, Melodrama","Viki, Kocowa"
